apple_id,apple_title,apple_size,apple_price,apple_reviews,apple_rating,apple_pegi,apple_genre,normed_apple_rating,z_score_apple,log_apple_reviews
294056623,FOX Sports Mobile,69.3779296875,0.0,57500,3.0,Everyone,Health & Fitness,0.6,-1.5280488806585317,4.7596678446896306
294536447,First Words Animals,30.6748046875,1.99,2576,4.0,Everyone,Games,0.8,-0.08398744916625872,3.410945858687774
294631159,WeatherPro,65.87890625,1.99,1572,4.0,Everyone,Others,0.8,-0.08398744916625872,3.1964525417033887
294934058,HotSchedules,78.2373046875,2.99,3292,3.0,Everyone,Business,0.6,-1.5280488806585317,3.517459826540232
295430577,Star Walk - Find Stars And Planets in Sky Above,143.2373046875,4.99,8932,4.5,Everyone,Education,0.9,0.6380432665798778,3.9509487143993995
295646461,"The Weather Channel: Forecast, Radar & Alerts",190.4814453125,0.0,495626,3.5,Everyone,Others,0.7,-0.8060181649123952,5.695154080917
295759189,Big Day - Event Countdown,12.546875,0.99,812,3.0,Everyone,Lifestyle,0.6,-1.5280488806585317,2.909556029241175
295775656,12 Steps AA Companion - Alcoholics Anonymous,28.9609375,2.99,1583,3.5,Teen,Lifestyle,0.7,-0.8060181649123952,3.1994809148623555
296581815,OpenTable - Restaurant Reservations,89.0927734375,0.0,113936,4.5,Everyone,Food & Drink,0.9,0.6380432665798778,5.0566609684257235
297244048,VLC Remote,30.0458984375,4.99,2027,4.0,Everyone,Entertainment,0.8,-0.08398744916625872,3.3068537486930083
297332787,gFlashPro - Flashcards & Tests,24.79296875,3.99,768,4.0,Everyone,Education,0.8,-0.08398744916625872,2.8853612200315117
297368629,Lose It! – Weight Loss Program and Calorie Counter,173.62109375,0.0,373835,4.0,Everyone,Health & Fitness,0.8,-0.08398744916625872,5.572679959416505
297430070,Target,132.326171875,0.0,108131,3.0,Everyone,Lifestyle,0.6,-1.5280488806585317,5.033950219382423
297606726,Fish Tycoon,12.936434745788574,0.99,18943,3.5,Everyone,Games,0.7,-0.8060181649123952,4.277448759264484
297606951,"Amazon App: shop, scan, compare, and read reviews",127.4951171875,0.0,126312,3.5,Everyone,Lifestyle,0.7,-0.8060181649123952,5.101444611728883
297694601,Touchgrind,52.6484375,4.99,35735,4.0,Everyone,Games,0.8,-0.08398744916625872,4.553093786437185
298127110,ProPresenter Remote,44.7490234375,4.99,410,3.0,Everyone,Utilities,0.6,-1.5280488806585317,2.6127838567197355
298206806,iReal Pro - Music Book & Play Along,60.3515625,12.99,1390,4.5,Everyone,Entertainment,0.9,0.6380432665798778,3.143014800254095
298596830,NRJ Radio,50.951171875,0.0,38,3.5,Everyone,Entertainment,0.7,-0.8060181649123952,1.57978359661681
298867247,Chase Mobile℠,37.67578125,0.0,233270,4.5,Everyone,Business,0.9,0.6380432665798778,5.367858889362905
299029654,大辞林,200.3564453125,21.99,64,4.5,Everyone,Books & Reference,0.9,0.6380432665798778,1.8061799739838869
299515267,Allrecipes Dinner Spinner,34.712890625,0.0,109349,3.5,Teen,Food & Drink,0.7,-0.8060181649123952,5.038814815755295
299853944,新浪新闻-阅读最新时事热门头条资讯视频,109.8095703125,0.0,2229,3.5,Mature 17+,News,0.7,-0.8060181649123952,3.3481100684802376
299949744,MotionX GPS,53.865234375,1.99,14970,3.5,Everyone,Auto & Vehicles,0.7,-0.8060181649123952,4.175221800343052
300048137,AccuWeather - Weather for Life,173.5126953125,0.0,144214,3.5,Everyone,Others,0.7,-0.8060181649123952,5.159007422849527
300238550,"Mint: Personal Finance, Budget, Bills & Money",155.345703125,0.0,232940,4.0,Everyone,Business,0.8,-0.08398744916625872,5.367244071135225
300255638,ABC News - US & World News + Live Video,93.5634765625,0.0,48407,3.0,Teen,News,0.6,-1.5280488806585317,4.684908168288118
300265786,Rowmote: Remote Control for Mac,51.5830078125,0.99,5531,3.5,Everyone,Utilities,0.7,-0.8060181649123952,3.742803658469165
300590611,Peekaboo Barn,47.83203125,1.99,3393,4.0,Everyone,Education,0.8,-0.08398744916625872,3.530583859645118
300704847,Speedtest by Ookla,22.8271484375,0.0,65016,3.5,Everyone,Utilities,0.7,-0.8060181649123952,4.813020246744774
301387274,Pocket God,138.5625,0.99,187529,4.0,Everyone 10+,Entertainment,0.8,-0.08398744916625872,5.273068437749592
301521403,Nike+ Training Club - Workouts & Fitness Plans,133.865234375,0.0,33969,3.5,Everyone,Health & Fitness,0.7,-0.8060181649123952,4.5310827620341625
301724680,Citi Mobile®,268.2158203125,0.0,48822,3.5,Everyone,Business,0.7,-0.8060181649123952,4.688615566379257
302049354,Phase 10 Pro - Play Your Friends!,63.60546875,1.99,59155,4.5,Everyone,Games,0.9,0.6380432665798778,4.771991458695758
302584613,"Kindle – Read eBooks, Magazines & Textbooks",161.8837890625,0.0,252076,3.5,Everyone,Books & Reference,0.7,-0.8060181649123952,5.4015314987358
303058767,MASH,39.759765625,1.99,4913,4.0,Everyone 10+,Games,0.8,-0.08398744916625872,3.691346764134821
303191318,同花顺-炒股、股票,117.193359375,0.0,1744,3.5,Everyone,Business,0.7,-0.8060181649123952,3.2415464805965484
303337299,Wedding Dash Deluxe,53.21875,0.99,16567,4.5,Everyone,Games,0.9,0.6380432665798778,4.219243872245315
303849934,Beer Pong Game,180.203125,0.0,187315,2.0,Mature 17+,Games,0.4,-2.9721103121508046,5.27257255664052
304731501,Tempo - Metronome with Setlists,21.158203125,2.99,4781,4.5,Everyone,Entertainment,0.9,0.6380432665798778,3.679518743695789
304770340,Skat,63.095703125,3.99,94,4.5,Everyone,Games,0.9,0.6380432665798778,1.9731278535996983
304871603,Color Splash,26.83203125,0.99,29554,4.0,Everyone,Social Networking,0.8,-0.08398744916625872,4.470616268985894
304871622,Zombieville USA,26.667061805725098,0.99,32988,4.0,Teen,Games,0.8,-0.08398744916625872,4.518355985891093
304878510,Skype for iPhone,127.06640625,0.0,373519,3.5,Everyone,Social Networking,0.7,-0.8060181649123952,5.572312698213755
305343404,Tumblr,144.5517578125,0.0,334293,4.0,Mature 17+,Social Networking,0.8,-0.08398744916625872,5.524127282685293
305557780,iSwap Faces,25.8154296875,1.99,2302,3.5,Everyone,Social Networking,0.7,-0.8060181649123952,3.362105319293773
305939712,Match™ - #1 Dating App.,96.568359375,0.0,60659,3.0,Mature 17+,Social Networking,0.6,-1.5280488806585317,4.782895246428622
306169895,Tozzle - Toddler's favorite puzzle,160.400390625,2.99,2562,4.0,Everyone,Games,0.8,-0.08398744916625872,3.408579125408667
306257910,HomeBudget with Sync,16.67578125,4.99,3042,3.5,Everyone,Business,0.7,-0.8060181649123952,3.483159209716979
306375551,Wind Meter,4.9921875,0.99,338,2.5,Everyone,Others,0.5,-2.2500795964046683,2.5289167002776547
306468004,Map My Run+ - GPS Running & Workout Tracker,226.8916015625,2.99,16434,4.5,Everyone,Health & Fitness,0.9,0.6380432665798778,4.215743282637605
306561234,Map My Ride+ - GPS Cycling & Route Tracker,222.6962890625,2.99,10046,4.5,Everyone,Health & Fitness,0.9,0.6380432665798778,4.00199317382353
306621789,"HuffPost - News, Politics & Entertainment",105.3056640625,0.0,29107,3.0,Teen,News,0.6,-1.5280488806585317,4.463997445885866
306628397,Phrase Party!,45.5615234375,1.99,878,4.0,Mature 17+,Games,0.8,-0.08398744916625872,2.9434945159061026
306937053,Minesweeper Classic,21.228515625,0.99,1140,3.5,Everyone,Games,0.7,-0.8060181649123952,3.0569048513364723
307132353,Sally's Spa,411.76953125,2.99,35074,4.5,Everyone,Games,0.9,0.6380432665798778,4.544985297642722
307184892,"CBS Sports App - Sports Scores, News, Stats, Watch",114.7822265625,0.0,59639,3.0,Mature 17+,Health & Fitness,0.6,-1.5280488806585317,4.7755303527869435
307219387,Brain Wave ™ - 32 Advanced Binaural Brainwave Entrainment Programs with iTunes Music and Relaxing Ambience,86.62109375,4.99,2913,4.0,Everyone,Health & Fitness,0.8,-0.08398744916625872,3.464340484627667
307354030,iSwap Faces LITE,29.3701171875,0.0,39722,3.0,Everyone,Social Networking,0.6,-1.5280488806585317,4.599031107071498
307386350,DIRECTV,144.3837890625,0.0,81006,3.5,Everyone,Entertainment,0.7,-0.8060181649123952,4.90851718764885
307569751,NYTimes Crossword - Daily Word Puzzle Game,44.708984375,0.0,53465,3.5,Everyone,Games,0.7,-0.8060181649123952,4.728069571159561
307727765,Doodle Jump,46.4833984375,0.99,395261,4.5,Everyone,Games,0.9,0.6380432665798778,5.596883965063008
307741537,LEDit – The LED Banner App,16.3515625,1.99,2021,4.5,Everyone,Utilities,0.9,0.6380432665798778,3.3055663135153037
307764057,niconico,24.61328125,0.0,182,3.0,Mature 17+,Entertainment,0.6,-1.5280488806585317,2.2600713879850747
307906541,Fandango Movies - Times + Tickets,78.12890625,0.0,291787,4.0,Everyone,Entertainment,0.8,-0.08398744916625872,5.465065938845875
308111628,iCab Mobile (Web Browser),18.55078125,1.99,2441,4.0,Mature 17+,Utilities,0.8,-0.08398744916625872,3.3875677794171883
308339980,iRagdoll - Ragdoll Physics,113.185546875,0.99,1372,4.0,Teen,Games,0.8,-0.08398744916625872,3.1373541113707324
308368164,Proloquo2Go - Symbol-based AAC,690.2353515625,249.99,773,4.0,Everyone,Education,0.8,-0.08398744916625872,2.888179493918325
308750436,Dictionary.com Dictionary & Thesaurus,106.1201171875,0.0,200047,4.0,Everyone,Books & Reference,0.8,-0.08398744916625872,5.30113204287715
308834491,20 Minutes.fr - l'actualité en continu,104.5380859375,0.0,112,3.5,Teen,News,0.7,-0.8060181649123952,2.049218022670181
309025938,The Masters Tournament,115.1328125,0.0,148160,4.5,Everyone,Health & Fitness,0.9,0.6380432665798778,5.170730969337859
309172177,myAT&T,65.318359375,0.0,108507,3.0,Everyone,Utilities,0.6,-1.5280488806585317,5.03545775627958
309187846,SFR TV,116.4951171875,0.0,46,3.0,Everyone,Entertainment,0.6,-1.5280488806585317,1.6627578316815739
309465525,"Shutterfly: Prints, Photo Books, Cards Made Easy",116.6494140625,0.0,51427,4.0,Everyone,Social Networking,0.8,-0.08398744916625872,4.711191190441118
309527804,StickWars,16.22265625,0.99,53821,3.5,Teen,Games,0.7,-0.8060181649123952,4.730951762741136
309735670,Indeed Job Search,3.5205078125,0.0,38681,4.0,Everyone,Business,0.8,-0.08398744916625872,4.587497693147987
310303959,World Cup Table Tennis™,29.93359375,0.99,17776,4.0,Everyone,Games,0.8,-0.08398744916625872,4.249834041596792
310633997,WhatsApp Messenger,128.7880859375,0.0,287589,4.5,Everyone,Social Networking,0.9,0.6380432665798778,5.458772270686289
310636441,"iStudiez Pro – Homework, Schedule, Grades",53.2294921875,2.99,7308,4.0,Everyone,Business,0.8,-0.08398744916625872,3.8637985386805
310738695,Zillow Real Estate - Homes for Sale & for Rent,126.48828125,0.0,342969,4.5,Everyone,Lifestyle,0.9,0.6380432665798778,5.535254867164147
310951782,2XL Supercross,258.1875,4.99,6093,4.0,Everyone,Games,0.8,-0.08398744916625872,3.7848311781244686
311466554,Pocket Tanks Deluxe,37.982421875,4.99,5452,4.5,Everyone 10+,Games,0.9,0.6380432665798778,3.7365558471626357
311548709,Wells Fargo Mobile,54.6728515625,0.0,43064,3.0,Everyone,Business,0.6,-1.5280488806585317,4.634114366807631
311762416,radio.de - Der Radioplayer,38.8310546875,0.0,64,4.5,Everyone,Entertainment,0.9,0.6380432665798778,1.8061799739838869
311785642,AutoScout24 - mobile used & new car market,134.5986328125,0.0,220,4.5,Everyone,Business,0.9,0.6380432665798778,2.342422680822206
311972587,Sky Burger - Build & Match Food Free,139.4541015625,0.0,114096,4.5,Everyone,Games,0.9,0.6380432665798778,5.057270419103767
312220102,MindNode – Delightful Mind Mapping,49.8720703125,9.99,1296,4.0,Everyone,Business,0.8,-0.08398744916625872,3.112605001534574
312266675,Packing Pro,15.576171875,2.99,1293,4.0,Everyone,Auto & Vehicles,0.8,-0.08398744916625872,3.1115985248803937
312325565,USAA Mobile,156.767578125,0.0,19946,4.0,Everyone,Business,0.8,-0.08398744916625872,4.299855814704267
312343159,The Moron Test,43.5947265625,0.0,88613,4.0,Everyone,Entertainment,0.8,-0.08398744916625872,4.947497439879239
313199385,Sunday Lawn,15.3408203125,0.99,107727,3.5,Everyone,Games,0.7,-0.8060181649123952,5.032324565706804
314303518,Peggle Classic,213.4375,0.99,21416,4.5,Everyone,Games,0.9,0.6380432665798778,4.330738358178876
314506629,SmartGo Player,21.1328125,2.99,533,4.0,Everyone,Games,0.8,-0.08398744916625872,2.726727209026572
314652382,I Am T-Pain 2.0,19.59064483642578,2.99,32650,3.5,Teen,Entertainment,0.7,-0.8060181649123952,4.513883185611093
314716233,TextNow - Unlimited Text + Calls,124.5859375,0.0,164963,3.5,Everyone,Social Networking,0.7,-0.8060181649123952,5.217386546045639
314819528,Boating Weather,8.48828125,1.99,141,3.0,Everyone,Others,0.6,-1.5280488806585317,2.1492191126553797
314855255,Best Buy,172.138671875,0.0,80424,4.0,Everyone,Lifestyle,0.8,-0.08398744916625872,4.9053856695468765
314864297,I Dig It,18.93359375,0.99,17190,4.0,Everyone,Games,0.8,-0.08398744916625872,4.235275876687052
315021242,Unblock Me,40.9375,0.99,7973,4.0,Everyone,Games,0.8,-0.08398744916625872,3.9016217640933566
316025912,Sonic The Hedgehog,34.9931640625,2.99,19621,4.0,Everyone,Games,0.8,-0.08398744916625872,4.292721137774542
316227296,10 Pin Shuffle Pro Bowling,34.9501953125,3.99,7315,4.0,Everyone,Games,0.8,-0.08398744916625872,3.864214330461329
316391924,Sky News,87.44921875,0.0,118,3.0,Teen,News,0.6,-1.5280488806585317,2.0718820073061255
317469184,"ESPN: Get scores, news, alerts & watch live sports",49.1513671875,0.0,290996,3.5,Everyone,Health & Fitness,0.7,-0.8060181649123952,5.463887019261278
317809458,LiveATC Air Radio,7.91796875,3.99,2785,4.0,Everyone,Auto & Vehicles,0.8,-0.08398744916625872,3.4448251995097476
317904170,The Sims 3,410.2021484375,6.99,54408,3.5,Teen,Games,0.7,-0.8060181649123952,4.735662761838123
318304532,"Chess Pro with Coach - Learn,Play & Online Friends",66.7197265625,9.99,8138,4.0,Everyone,Games,0.8,-0.08398744916625872,3.910517685517266
318592730,Guess My Age  Math Magic,0.7315883636474609,0.0,123190,3.0,Everyone,Education,0.6,-1.5280488806585317,5.090575455222201
318639200,Crush the Castle,12.394550323486328,0.99,23810,3.5,Teen,Games,0.7,-0.8060181649123952,4.376759395404879
319204550,2016 U.S. Open Golf Championship,133.0810546875,0.0,54192,4.0,Everyone,Health & Fitness,0.8,-0.08398744916625872,4.733935179300555
319284643,"The Championships, Wimbledon 2016 - Tennis Grand Slam",124.353515625,0.0,20953,4.0,Everyone,Health & Fitness,0.8,-0.08398744916625872,4.321246212990591
319295332,TuneIn Radio Pro - MLB Audiobooks Podcasts Music,97.2041015625,9.99,71609,4.5,Teen,Entertainment,0.9,0.6380432665798778,4.854967608965708
319740707,NBC News,50.498046875,0.0,32881,3.5,Teen,News,0.7,-0.8060181649123952,4.516945017136802
319881193,"Grindr - Gay and same sex guys chat, meet and date",76.6845703125,0.0,23201,2.5,Mature 17+,Social Networking,0.5,-2.2500795964046683,4.365506704077209
320029256,Whole Foods Market,130.951171875,0.0,17906,3.0,Everyone,Lifestyle,0.6,-1.5280488806585317,4.252998580156892
320279293,NAVIGON Europe,137.72265625,74.99,927,3.5,Everyone,Auto & Vehicles,0.7,-0.8060181649123952,2.9670797341444968
320300350,Virtual Families,26.46090793609619,1.99,18920,3.5,Everyone 10+,Games,0.7,-0.8060181649123952,4.276921132065773
320596872,Sparkasse+,114.10546875,0.99,30,3.0,Everyone,Business,0.6,-1.5280488806585317,1.4771212547196624
320599923,Sparkasse - Your mobile branch,114.03515625,0.0,77,3.0,Everyone,Business,0.6,-1.5280488806585317,1.8864907251724818
320606217,Sleep Cycle alarm clock,75.6416015625,0.0,104539,4.5,Everyone,Health & Fitness,0.9,0.6380432665798778,5.019278341403982
320636131,FACEinHOLE®,12.224609375,0.99,4016,4.0,Teen,Social Networking,0.8,-0.08398744916625872,3.6037937041369625
320650307,Harvest - Select the Best Produce,17.32421875,1.99,299,4.0,Everyone,Food & Drink,0.8,-0.08398744916625872,2.4756711883244296
321369231,WORMS,242.0751953125,1.99,5758,4.0,Teen,Games,0.8,-0.08398744916625872,3.7602716605420627
321756558,Pixel Starships™ : 8Bit MMORPG,65.8828125,0.0,5565,4.5,Everyone 10+,Games,0.9,0.6380432665798778,3.7454651686707265
322423174,Traffic Rush,8.1767578125,0.99,213092,3.5,Everyone 10+,Games,0.7,-0.8060181649123952,5.328567145532727
322439990,MyRadar NOAA Weather Radar Forecast,121.3876953125,0.0,150158,4.5,Everyone,Others,0.9,0.6380432665798778,5.176548475151726
322523436,Resident Evil 4: PLATINUM,77.60467338562012,4.99,6046,4.0,Teen,Games,0.8,-0.08398744916625872,3.781468142841798
323229106,"Waze - GPS Navigation, Maps & Real-time Traffic",89.7783203125,0.0,345046,4.5,Everyone,Auto & Vehicles,0.9,0.6380432665798778,5.537876997144142
323242790,Cartoon Wars,12.604707717895508,0.99,35930,3.5,Teen,Games,0.7,-0.8060181649123952,4.5554572172046495
323438913,Moto X Mayhem,20.036897659301758,0.99,22557,4.0,Everyone,Games,0.8,-0.08398744916625872,4.35328133954529
324266640,Fantasy Football Manager - FFM for FPL,34.3310546875,0.99,292,3.0,Mature 17+,Health & Fitness,0.6,-1.5280488806585317,2.465382851448418
324684580,Spotify Music,126.3720703125,0.0,878563,4.5,Teen,Entertainment,0.9,0.6380432665798778,5.943772909338827
324887734,McDo France,35.287109375,0.0,22,3.5,Everyone,Food & Drink,0.7,-0.8060181649123952,1.3424226808222062
325462190,PGA Championship 2016 – Baltusrol Golf Club,61.17578125,0.0,10472,3.5,Mature 17+,Health & Fitness,0.7,-0.8060181649123952,4.020029633542699
325658560,BFMTV : l'info en continu,96.1103515625,0.0,115,4.0,Mature 17+,News,0.8,-0.08398744916625872,2.0606978403536114
325683306,"MyRadar Pro NOAA Weather Radar, Forecasts & Storms",117.9873046875,1.99,13915,4.5,Everyone,Others,0.9,0.6380432665798778,4.143483210670061
325954996,Spider:  The Secret of Bryce Manor,120.4609375,1.99,6780,4.0,Everyone 10+,Games,0.8,-0.08398744916625872,3.8312296938670634
325962257,My Measures PRO,76.181640625,7.99,1701,4.0,Everyone,Business,0.8,-0.08398744916625872,3.2307043136125686
326082487,Food Additives Checker (E Numbers),6.12109375,1.99,6,3.5,Everyone,Health & Fitness,0.7,-0.8060181649123952,0.7781512503836435
326161564,SFR Mon Compte,70.6611328125,0.0,19,3.0,Everyone,Utilities,0.6,-1.5280488806585317,1.2787536009528289
326574411,Baby Connect (Activity Log),12.337890625,4.99,3483,4.5,Everyone,Health & Fitness,0.9,0.6380432665798778,3.541953474458236
326876192,Epson iPrint,50.9150390625,0.0,2838,3.0,Everyone,Social Networking,0.6,-1.5280488806585317,3.453012391121455
326885152,Mad Libs,113.0087890625,0.0,117889,3.0,Everyone,Entertainment,0.6,-1.5280488806585317,5.071473283787442
326979430,BATTLE BEARS: Zombies!,98.41697216033936,0.99,50710,3.5,Everyone 10+,Games,0.7,-0.8060181649123952,4.705093610547873
327193945,Hurricane Tracker,23.4365234375,2.99,3960,4.5,Everyone,Others,0.9,0.6380432665798778,3.597695185925512
327243363,NFL Sunday Ticket,91.6416015625,0.0,24258,3.0,Everyone,Entertainment,0.6,-1.5280488806585317,4.384854991717317
327455869,2016 US Open Tennis Championships,74.1005859375,0.0,37522,4.0,Everyone,Health & Fitness,0.8,-0.08398744916625872,4.574285979115731
327630330,Dropbox,172.4287109375,0.0,49578,3.5,Everyone,Business,0.7,-0.8060181649123952,4.695289003140087
328011357,Wa Kingyo - Goldfish Pond,53.78515625,0.99,626,4.0,Everyone,Entertainment,0.8,-0.08398744916625872,2.796574333210429
328205875,Monkey Preschool Lunchbox,218.6513671875,1.99,9286,4.0,Everyone,Games,0.8,-0.08398744916625872,3.967828679330155
328415391,Yahoo Fantasy Sports,124.931640625,0.0,190670,3.5,Mature 17+,Health & Fitness,0.7,-0.8060181649123952,5.280282366567866
329127297,Gaia GPS Classic,50.6376953125,19.99,2429,4.5,Everyone,Auto & Vehicles,0.9,0.6380432665798778,3.3854275148051305
329541503,Geocaching®,103.1552734375,0.0,12811,3.5,Everyone,Auto & Vehicles,0.7,-0.8060181649123952,4.1075830311913215
329670577,Camera+,85.0556640625,1.99,32338,4.0,Everyone,Social Networking,0.8,-0.08398744916625872,4.509713156701397
329703516,Alter Ego,13.015625,4.99,262,4.0,Teen,Games,0.8,-0.08398744916625872,2.4183012913197452
329887910,Parking Mania,117.8212890625,0.99,9657,4.5,Everyone,Games,0.9,0.6380432665798778,3.984842231405276
329981776,Sudoku⁺,1.5341796875,2.99,18332,4.5,Everyone,Games,0.9,0.6380432665798778,4.263209848572748
330376830,Period Tracker Lite,47.845703125,0.0,53620,4.0,Teen,Health & Fitness,0.8,-0.08398744916625872,4.72932680964686
330803072,Camera Plus: For Macro Photos & Remote Photography,96.494140625,0.99,38533,2.5,Everyone,Social Networking,0.5,-2.2500795964046683,4.585832822475917
331004675,The perfect Egg timer,14.619140625,0.99,40,3.5,Everyone,Food & Drink,0.7,-0.8060181649123952,1.6020599913279623
